"time";"value"
-533.3;0.0027614835190155
-533.25;0.00242144040988392
-533.2;0.00269319478124071
-533.15;0.00279384641880516
-533.1;0.00275557997214212
-533.05;0.00261899440732569
-533;0.00218592043431672
-532.95;0.00204221040018064
-532.9;0.00180711423828253
-532.85;0.00195224119294765
-532.8;0.00207996395280052
-532.75;0.00187062985486588
-532.7;0.00206078715576717
-532.65;0.00211607352354503
-532.6;0.00159900404983128
-532.55;0.00177530117655191
-532.5;0.00172126546636378
-532.45;0.00190494990210368
-532.4;0.00145505169861543
-532.35;0.001638676335424
-532.3;0.00135408896430048
-532.25;0.00121319547817447
-532.2;0.00177531094360036
-532.15;0.00153253652160297
-532.1;0.00115983857475557
-532.05;0.0016894083160991
-532;0.00129536284583977
-531.95;0.000326080198302353
-531.9;0.00116397188239633
-531.85;0.000511304226682916
-531.8;0.000555872817081236
-531.75;0.000617938334396857
-531.7;0.000710157905215939
-531.65;0.000439660250861843
-531.6;0.000492687279304516
-531.55;0.000822397187062658
-531.5;9.41531075805221e-05
-531.45;-5.38886875539384e-05
-531.4;0.000414542467475985
-531.35;0.000783795644064987
-531.3;0.000296970331228915
-531.25;0.00060762685226557
-531.2;0.000376168628298003
-531.15;0.000280409331450159
-531.1;7.43016909372381e-05
-531.05;0.000221656091746089
-531;0.000329319731509183
-530.95;0.000646222310159821
-530.9;0.000368839937454453
-530.85;0.000317431973785679
-530.8;0.00030147459343872
-530.75;0.000504544708647204
-530.7;0.000496489448736362
-530.65;0.00084609667187463
-530.6;0.000743677826578551
-530.55;0.000569304020392038
-530.5;0.000253396650900846
-530.45;0.000350035281351565
-530.4;-0.000112123781093223
-530.35;0.00037126037790365
-530.3;-0.000127514287994397
-530.25;0.000398579308179859
-530.2;0.000592159871360519
-530.15;2.63594954773825e-05
-530.1;0.000184404163948904
-530.05;0.000267414995150396
-530;0.000411847003587116
-529.95;0.00047171595918416
-529.9;0.00048155122187174
-529.85;0.000510487743347197
-529.8;0.000551968347518799
-529.75;0.00102009152731834
-529.7;0.00053171303012033
-529.65;0.000449374378195005
-529.6;0.000592212354581835
-529.55;0.000583043654179449
-529.5;0.000372844480689342
-529.45;0.00018753753524356
-529.4;0.000646808387550856
-529.35;0.000613387439454868
-529.3;0.000460223956973142
-529.25;0.000581575661722617
-529.2;0.000333434190363777
-529.15;0.000399030330919898
-529.1;0.00100106609928376
-529.05;0.00056452838403552
-529;0.000828113661912103
-528.95;0.000413083990072533
-528.9;0.000401676059840613
-528.85;0.000348768161971281
-528.8;2.96773070595545e-05
-528.75;5.37601525985018e-05
-528.7;0.000285873197776942
-528.65;0.00043552395900568
-528.6;0.000339971177557264
-528.55;-1.56868751270332e-05
-528.5;0.000731123315895105
-528.45;6.235144312569e-05
-528.4;0.000738892866029423
-528.35;0.000343745178727988
-528.3;0.000667732343058373
-528.25;0.000327923908888326
-528.2;0.000157286321540261
-528.15;0.000377854094919969
-528.1;-9.3769836654889e-05
-528.05;0.000160459372471837
-528;0.000416670412593197
-527.95;0.00045715002754548
-527.9;0.000360956060657989
-527.85;0.000529036994703821
-527.8;0.000429725379767999
-527.75;0.000511939486051825
-527.7;0.000300170272846884
-527.65;-0.000167432709900395
-527.6;0.000226392141501915
-527.55;-5.76335221770003e-06
-527.5;0.000461807885499464
-527.45;0.000392346749983075
-527.4;6.92634360384086e-06
-527.35;3.44056500276126e-06
-527.3;0.00017620994250899
-527.25;0.000214625159183225
-527.2;0.000185434550815455
-527.15;0.000108866946402442
-527.1;4.57048890840923e-05
-527.05;0.000160588842530593
-527;0.000499937559509399
-526.95;6.49710820557204e-05
-526.9;6.29246316171843e-05
-526.85;-5.51240137151906e-05
-526.8;-0.000243244434650163
-526.75;0.00017823546479829
-526.7;-0.000127625368482676
-526.65;9.24981529895929e-05
-526.6;0.000593887469260722
-526.55;-0.000112126157742199
-526.5;0.000298245277906674
-526.45;-1.50593741747432e-05
-526.4;2.60209198389309e-05
-526.35;9.34373137410056e-05
-526.3;-4.10970617186296e-05
-526.25;-9.15124982217915e-05
-526.2;6.13851752162324e-05
-526.15;0.000113292297891203
-526.1;0.000132708593805585
-526.05;-8.58414183010313e-05
-526;0.000200527720230305
-525.95;0.000231141446720609
-525.9;-0.000195891954448179
-525.85;-0.000184491112973053
-525.8;-5.66532535169572e-05
-525.75;0.000496748911968395
-525.7;-0.000267144961708367
-525.65;4.15183903208163e-05
-525.6;-0.00041851446403923
-525.55;-0.000252576802449483
-525.5;-0.000282382801950123
-525.45;-0.000450979558495463
-525.4;0.000117327098000706
-525.35;0.000115596727297323
-525.3;-0.000259311344516937
-525.25;-0.000121067349906181
-525.2;-0.000268859957556912
-525.15;-0.000182857307297753
-525.1;-0.000541104124353622
-525.05;-0.000588209755625451
-525;-0.000340479679649777
-524.95;-0.000791379967550953
-524.9;-0.0005109990461216
-524.85;1.29416114444047e-05
-524.8;-0.000538586331770432
-524.75;-0.000724829292750865
-524.7;-0.000231834226052683
-524.65;-0.000550667421424158
-524.6;-0.000694793631684733
-524.55;-0.000207860631570417
-524.5;-0.000650839086609463
-524.45;-0.000545270292004126
-524.4;-0.000800869801182965
-524.35;-0.000705950256216908
-524.3;-0.000308422953877479
-524.25;-0.000547598560405982
-524.2;-0.000225229527988436
-524.15;-0.000543000197567081
-524.1;-0.0003250577462685
-524.05;-0.000725723653169806
-524;-0.000549543077258665
-523.95;-0.00109249417578954
-523.9;-0.000788255850545925
-523.85;-0.000494581449665872
-523.8;-0.0010395669457734
-523.75;-0.00074936538327308
-523.7;-0.00123603100028165
-523.65;-0.00110337304437651
-523.6;-0.000982200203971413
-523.55;-0.00101504708957974
-523.5;-0.000883986075742473
-523.45;-0.00113006509179918
-523.4;-0.000841660443039933
-523.35;-0.000655396112172135
-523.3;-0.000993743494715595
-523.25;-0.0011793271355526
-523.2;-0.000503689312326736
-523.15;-0.000835872979301983
-523.1;-0.00062144186585458
-523.05;-0.00110215264434949
-523;-0.00076819445189861
-522.95;-0.00114561984288804
-522.9;-0.00066552626071572
-522.85;-0.000612427561589542
-522.8;-0.000499205246471266
-522.75;-0.00108179577667223
-522.7;-0.000197298855192509
-522.65;-0.000422852851161774
-522.6;-0.00029296692244358
-522.55;-0.000574621026516821
-522.5;-0.000153453393739342
-522.45;-0.000184003074617572
-522.4;-0.000354328424862597
-522.35;-0.000706578411592279
-522.3;-0.000499837417043422
-522.25;-0.000255032575410528
-522.2;-0.000587897136301577
-522.15;4.28310790831282e-05
-522.1;-0.000707328491752532
-522.05;0.000336049784209535
-522;-0.000143911641748358
-521.95;-0.00036672061867351
-521.9;0.000203741568749987
-521.85;-0.000294358501836193
-521.8;-0.000141708535517681
-521.75;0.000355074957156254
-521.7;0.000470934199301844
-521.65;0.000589499125890233
-521.6;-0.000522985699821861
-521.55;0.000693132855207817
-521.5;0.000276593157643757
-521.45;0.000256910104397814
-521.4;0.000443942518434649
-521.35;0.000292783474920495
-521.3;-8.25969494620779e-05
-521.25;0.000183201445347408
-521.2;0.000224624752373933
-521.15;0.000277877426260844
-521.1;-3.20214036767361e-05
-521.05;0.000294398830277283
-521;0.000892334256625215
-520.95;3.20542428312448e-05
-520.9;0.000587068902255337
-520.85;0.000531566306131118
-520.8;0.00066724361714569
-520.75;0.000174504133741629
-520.7;0.000432528722288534
-520.65;0.000854269863865914
-520.6;0.000571309086502629
-520.55;0.000466385805253726
-520.5;0.000274524131294417
-520.45;0.000128797390451635
-520.4;0.000595013850987992
-520.35;0.000346888232210958
-520.3;0.000750842559665375
-520.25;0.000662049884604228
-520.2;0.000793762835484824
-520.15;0.000343902014636851
-520.1;0.000550445202460115
-520.05;0.000656163466718299
-520;0.000237297050472118
-519.95;0.000510019576819969
-519.9;7.96247618618831e-05
-519.85;0.000478780271526449
-519.8;0.000627876966728046
-519.75;0.000342712450201342
-519.7;0.00060349252524192
-519.65;0.0005921423293593
-519.6;0.000615630286097501
-519.55;0.000229289824176699
-519.5;0.00105314833303597
-519.45;0.000290164771807434
-519.4;0.000809778900040059
-519.35;0.000850862405903112
-519.3;0.000307314293777693
-519.25;0.000682306676534432
-519.2;0.000631131104111163
-519.15;0.000226171384924855
-519.1;0.000296061333604461
-519.05;0.000311416011169042
-519;0.000628686389462447
-518.95;0.000702220407357485
-518.9;0.000240074831783612
-518.85;0.00110264816630779
-518.8;0.000721311284888311
-518.75;0.000461541025879122
-518.7;0.000866664660282142
-518.65;0.00113880062190881
-518.6;0.000550829527287027
-518.55;0.000665006347958209
-518.5;0.000385306058987022
-518.45;0.000680135068168426
-518.4;0.00101588726981774
-518.35;0.000752861513818862
-518.3;0.000354961782726618
-518.25;0.000721138019232608
-518.2;0.000632280940837555
-518.15;0.000612241085533893
-518.1;0.000531979026762064
-518.05;0.00074423420064619
-518;0.000490915761030058
-517.95;0.000616392550623473
-517.9;0.00079443147250036
-517.85;0.000747254642412384
-517.8;0.00109213097336874
-517.75;0.000779066458470316
-517.7;0.000598739317146919
-517.65;0.00114329345273229
-517.6;0.000776218506558371
-517.55;0.000698139993239615
-517.5;0.000632793056751931
